Идентификатор,Наименование,Подгруппа,Группа мер,Парируемые способы реализации угроз,Парируемые угрозы
УКФ.1.1,Идентификация сетевых подключений информационной системы к внешним информационным системам и сетям,УКФ.1 Идентификация объектов управления конфигурацией,УКФ Управление конфигурацией,"СП.3.2 Эксплуатация недостатков, децентрализованного и неконтролируемого подключения к сети Интернет;
СП.2.7 Использование недостатков, связанных с некорректной настройкой сетевого доступа;
СП.2.3 Использование недостатков, связанных с отсутствием проверки достоверности отправителя и/или получателя","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УКФ.1.2,Идентификация сетевых подключений внешних информационных систем и сетей к информационной системе,УКФ.1 Идентификация объектов управления конфигурацией,УКФ Управление конфигурацией,"СП.3.2 Эксплуатация недостатков, децентрализованного и неконтролируемого подключения к сети Интернет;
СП.2.7 Использование недостатков, связанных с некорректной настройкой сетевого доступа;
СП.2.3 Использование недостатков, связанных с отсутствием проверки достоверности отправителя и/или получателя","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УКФ.1.3,Определение параметров настроек технических средств информационной системы и средств защиты информации,УКФ.1 Идентификация объектов управления конфигурацией,УКФ Управление конфигурацией,Данные уточняются,Данные уточняются
УКФ.1.4,"Изменение аутентификационной информации (средств аутентификации), заданных их производителями и (или) используемых при внедрении системы защиты информации информационной системы",УКФ.1 Идентификация объектов управления конфигурацией,УКФ Управление конфигурацией,Данные уточняются,Данные уточняются
УКФ.1.5,"Размещение технических средств, входящих в состав информационной системы, с привязкой к границам контролируемой зоны",УКФ.1 Идентификация объектов управления конфигурацией,УКФ Управление конфигурацией,Данные уточняются,Данные уточняются
УКФ.1.6,"Определение состава технических средств и программного обеспечения, входящих в состав информационной системы",УКФ.1 Идентификация объектов управления конфигурацией,УКФ Управление конфигурацией,Данные уточняются,Данные уточняются
УКФ.1.7,Определение состава средств защиты информации,УКФ.1 Идентификация объектов управления конфигурацией,УКФ Управление конфигурацией,СП.4.13 Внедрение вредоносного программного обеспечения с помощью файлового архива,"УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УКФ.2.1,"Ведение журнала регистрации действий по сопровождению информационной системы и изменению конфигурации, в котором необходимо отразить: 1. Дату и время действий по изменению конфигурации. 2. ФИО исполнительного лица. 3. Описание выполненных действий по изменению конфигурации",УКФ.2 Управление изменениями,УКФ Управление конфигурацией,Данные уточняются,Данные уточняются
УКФ.2.2,Оценка возможных последствий от внесения изменений в конфигурацию,УКФ.2 Управление изменениями,УКФ Управление конфигурацией,"СП.2.1 Использование недостатков, связанных с неполнотой проверки вводимых (входных) данных","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УКФ.3.1,"Разработка перечня программного обеспечения и (или) его компонентов, разрешенных оператором к установке («белый список»), и (или) перечнем программного обеспечения и (или) его компонентов, запрещенных оператором к установке («черный список»)",УКФ.3 Установка (инсталляция) только разрешенного к использованию программного обеспечения,УКФ Управление конфигурацией,"СП.4.6 Внедрение вредоносного программного обеспечения через средства установки/обновления программного обеспечения;
СП.4.10 Внедрение вредоносного программного обеспечения через скомпрометированные обновления программного обеспечения или операционной системы;
СП.4.11 Внедрение вредоносного ПО через компрометацию инфраструктуры подрядчика, среды сборки разработчика (подрядчика) и (или) службы технической поддержки;
СП.26.5 Внедрение вредоносного ПО через компрометацию инфраструктуры системы хранения данных","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УКФ.3.2,Установка (инсталляция) в информационной системе программного обеспечения и (или) его компонентов должна осуществляться только от имени администратора,УКФ.3 Установка (инсталляция) только разрешенного к использованию программного обеспечения,УКФ Управление конфигурацией,"СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.4.6 Внедрение вредоносного программного обеспечения через средства установки/обновления программного обеспечения;
СП.4.10 Внедрение вредоносного программного обеспечения через скомпрометированные обновления программного обеспечения или операционной системы;
СП.4.11 Внедрение вредоносного ПО через компрометацию инфраструктуры подрядчика, среды сборки разработчика (подрядчика) и (или) службы технической поддержки;
СП.26.5 Внедрение вредоносного ПО через компрометацию инфраструктуры системы хранения данных","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УКФ.3.3,"Проведение периодического контроля установленного (инсталлированного) в информационной системе программного обеспечения на предмет соответствия его перечню программного обеспечения, разрешенному к установке в информационной системе, а также на предмет отсутствия программного обеспечения, запрещенного оператором к установке",УКФ.3 Установка (инсталляция) только разрешенного к использованию программного обеспечения,УКФ Управление конфигурацией,"СП.4.6 Внедрение вредоносного программного обеспечения через средства установки/обновления программного обеспечения;
СП.4.10 Внедрение вредоносного программного обеспечения через скомпрометированные обновления программного обеспечения или операционной системы;
СП.4.11 Внедрение вредоносного ПО через компрометацию инфраструктуры подрядчика, среды сборки разработчика (подрядчика) и (или) службы технической поддержки;
СП.26.5 Внедрение вредоносного ПО через компрометацию инфраструктуры системы хранения данных","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УКФ.4.1,Контроль действий по внесению изменений в информационной системе,УКФ.4 Контроль действий по внесению изменений,УКФ Управление конфигурацией,"СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования;
СП.4.6 Внедрение вредоносного программного обеспечения через средства установки/обновления программного обеспечения;
СП.4.10 Внедрение вредоносного программного обеспечения через скомпрометированные обновления программного обеспечения или операционной системы;
СП.4.11 Внедрение вредоносного ПО через компрометацию инфраструктуры подрядчика, среды сборки разработчика (подрядчика) и (или) службы технической поддержки;
СП.26.5 Внедрение вредоносного ПО через компрометацию инфраструктуры системы хранения данных;
СП.2.1 Использование недостатков, связанных с неполнотой проверки вводимых (входных) данных","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.0.1,Разработка правил и процедур (политик) управления доступом,УПД.0 Регламентация правил и процедур управления доступом,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.1.1,"Определение типа учетной записи (внутреннего пользователя, внешнего пользователя; системная, приложения; гостевая (анонимная), временная и (или) иные типы записей)",УПД.1 Управление учетными записями пользователей,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.3.2 Эксплуатация недостатков, децентрализованного и неконтролируемого подключения к сети Интернет;
СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования;
СП.2.2 Использование недостатков, связанных с управлением учетными данными;
СП.2.11 Использование недостатков, связанных с некорректной настройкой прав доступа","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.1.2,Объединение учетных записей в группы (при необходимости),УПД.1 Управление учетными записями пользователей,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.2.2 Использование недостатков, связанных с управлением учетными данными","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.1.3,"Верификация пользователя (проверка личности пользователя, его должностных (функциональных) обязанностей) при заведении учетной записи пользователя",УПД.1 Управление учетными записями пользователей,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования;
СП.2.2 Использование недостатков, связанных с управлением учетными данными;
СП.2.11 Использование недостатков, связанных с некорректной настройкой прав доступа","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.1.4,"Заведение, активация, блокирование и уничтожение учетных записей пользователей",УПД.1 Управление учетными записями пользователей,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.2.2 Использование недостатков, связанных с управлением учетными данными","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.1.5,"Пересмотр и, при необходимости, корректировка учетных записей пользователей с периодичностью, определяемой субъектом",УПД.1 Управление учетными записями пользователей,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования;
СП.2.2 Использование недостатков, связанных с управлением учетными данными;
СП.2.11 Использование недостатков, связанных с некорректной настройкой прав доступа","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.1.6,"Регламентация и контроль использования гостевых (анонимных) и временных учетных записей пользователей, а также привилегированных учетных записей администраторов",УПД.1 Управление учетными записями пользователей,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.2.2 Использование недостатков, связанных с управлением учетными данными;
СП.2.11 Использование недостатков, связанных с некорректной настройкой прав доступа","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.1.7,"Оповещение администратора, осуществляющего управление учетными записями пользователей, об изменении сведений о пользователях, их ролях, обязанностях, полномочиях, ограничениях",УПД.1 Управление учетными записями пользователей,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.2.2 Использование недостатков, связанных с управлением учетными данными;
СП.2.11 Использование недостатков, связанных с некорректной настройкой прав доступа","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.1.8,"Уничтожение временных учетных записей пользователей, предоставленных для однократного (ограниченного по времени) выполнения задач",УПД.1 Управление учетными записями пользователей,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.2.2 Использование недостатков, связанных с управлением учетными данными;
СП.2.11 Использование недостатков, связанных с некорректной настройкой прав доступа","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.6 Угроза отказа в обслуживании;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.9 Угроза получения информационных ресурсов из недоверенного или скомпрометированного источника;
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.1.9,"Предоставление пользователям прав доступа к объектам доступа, основываясь на задачах, решаемых пользователями",УПД.1 Управление учетными записями пользователей,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.14.5 Остановка сервиса;
СП.14.6 Перезагрузка или выключение сервера;
СП.14.7 Блокировка пользователей;
СП.14.8 Множественный запуск программного обеспечения;
СП.18.1 Доступ без авторизации;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.12.6 Снятие информации выводимой на печать;
СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования;
СП.2.2 Использование недостатков, связанных с управлением учетными данными;
СП.2.11 Использование недостатков, связанных с некорректной настройкой прав доступа;
СП.21.3 Искажение данных;
СП.21.1 Повреждение загрузочной области;
СП.21.2 Затирание данных (wiping);
СП.2.4 Использование недостатков, связанных с хранением ключевой информации в программном коде (в оперативной памяти);
СП.12.1 Считывание нажатий клавиш на клавиатуре;
СП.12.2 Снятие видео с экрана;
СП.12.3 Снятие изображение с монитора;
СП.12.4 Снятие изображения с веб-камеры;
СП.12.5 Считывание нажатий виртуальной клавиатуры;
СП.12.7 Снятие звука с микрофона;
СП.16.1 Выход за пределы виртуальной инфраструктуры;
СП.16.2 Нарушение изоляции процессов;
СП.16.3 Нарушение сетевой изоляции;
СП.16.4 Выход за пределы контейнера;
СП.16.5 Выход за пределы замкнутой программной среды;
СП.18.2 Использование ошибок или отсутствия проверки прав доступа","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.2.1,"Реализация дискреционного метода управления доступом, предусматривающего управление доступом субъектов доступа к объектам доступа на основе идентификационной информации субъекта и для каждого объекта доступа – списка, содержащего набор субъектов доступа (групп субъектов) и ассоциированных с ними типов доступа",УПД.2 Реализация модели управления доступом,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.18.1 Доступ без авторизации;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования;
СП.2.11 Использование недостатков, связанных с некорректной настройкой прав доступа;
СП.18.2 Использование ошибок или отсутствия проверки прав доступа","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
УПД.2.2,"Реализация ролевого метода управления доступом, предусматривающего управление доступом субъектов доступа к объектам доступа на основе ролей субъектов доступа (совокупность действий и обязанностей, связанных с определенным видом деятельности)",УПД.2 Реализация модели управления доступом,УПД Управление доступом,"СП.25.4 Атаки на услуги системы с распределенным реестром;
СП.18.1 Доступ без авторизации;
СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра;
СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования;
СП.2.11 Использование недостатков, связанных с некорректной настройкой прав доступа;
СП.18.2 Использование ошибок или отсутствия проверки прав доступа","УБИ.1 Угроза утечки информации;
УБИ.2 Угроза несанкционированного доступа;
УБИ.3 Угроза несанкционированной модификации (искажения);
УБИ.4 Угроза несанкционированной подмены;
УБИ.5 Угроза удаления информационных ресурсов;
УБИ.7 Угроза ненадлежащего (нецелевого) использования;
УБИ.8 Угроза нарушения функционирования (работоспособности);
УБИ.10 Угроза распространения противоправной информации;
УБИ.11 Угроза несанкционированного массового сбора информации"
